Reference Number,Number of vehicles,Date,Time,Road class,Road surface description,Lighting conditions,Weather conditions,Casualty number,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,Type of vehicle 1,Type of vehicle 2,Type of vehicle 3,Type of vehicle 4,Type of vehicle 5,Type of vehicle 6,Type of vehicle 7,Type of vehicle 8,Type of vehicle 9,Type of vehicle 10
74S0071,4,28/04/2020,0050,6,1,4,1,2,2,1,30,3,9,9,9,9,0,0,0,0,0,0
74T0213,2,29/04/2020,0857,6,1,1,1,1,1,1,31,3,9,9,0,0,0,0,0,0,0,0
74T0743,2,29/04/2020,1407,3,1,1,1,1,1,2,52,3,10,9,0,0,0,0,0,0,0,0
74T1060,1,29/04/2020,1645,1,2,1,2,1,1,1,24,3,9,0,0,0,0,0,0,0,0,0
74U1243,3,30/04/2020,1656,3,1,1,1,1,1,1,45,3,9,1,9,0,0,0,0,0,0,0
7520377,1,02/05/2020,0800,6,1,1,1,1,2,2,40,3,9,0,0,0,0,0,0,0,0,0
7520377,1,02/05/2020,0800,6,1,1,1,2,2,1,30,3,9,0,0,0,0,0,0,0,0,0
7531070,1,03/05/2020,1430,6,1,1,1,1,3,2,25,3,9,0,0,0,0,0,0,0,0,0
7531206,2,02/05/2020,1600,3,1,1,1,1,1,1,52,3,9,1,0,0,0,0,0,0,0,0
7540464,2,04/05/2020,1105,3,1,1,1,1,1,1,45,3,1,21,0,0,0,0,0,0,0,0
7550899,2,05/05/2020,1440,3,1,1,1,1,1,1,18,3,21,1,0,0,0,0,0,0,0,0
7570298,2,07/05/2020,0740,3,1,1,1,1,1,1,48,3,4,19,0,0,0,0,0,0,0,0
7570724,2,06/05/2020,1304,3,1,1,1,1,1,2,27,3,9,1,0,0,0,0,0,0,0,0
7571196,1,07/05/2020,1515,3,1,1,1,1,1,1,77,2,9,0,0,0,0,0,0,0,0,0
7581165,2,08/05/2020,1400,6,1,1,1,1,1,1,20,3,9,1,0,0,0,0,0,0,0,0
7582401,2,08/05/2020,1930,6,1,1,1,1,1,1,31,2,9,1,0,0,0,0,0,0,0,0
75A0552,2,11/05/2020,1028,6,1,1,1,1,1,2,50,3,9,9,0,0,0,0,0,0,0,0
75A0552,2,11/05/2020,1028,6,1,1,1,2,2,2,76,3,9,9,0,0,0,0,0,0,0,0
75A1509,2,10/05/2020,1950,6,1,1,1,1,1,1,24,2,3,9,0,0,0,0,0,0,0,0
75D1369,2,13/05/2020,1850,3,1,1,1,1,1,2,39,3,9,1,0,0,0,0,0,0,0,0
75E1126,1,14/05/2020,1617,6,1,1,1,1,3,2,3,3,9,0,0,0,0,0,0,0,0,0
75E1704,3,14/05/2020,2015,3,1,1,1,1,1,1,56,3,9,9,9,0,0,0,0,0,0,0
75F1342,1,15/05/2020,1700,6,1,1,1,1,3,2,39,3,9,0,0,0,0,0,0,0,0,0
75F1640,2,15/05/2020,1931,6,1,1,1,1,1,1,22,3,9,3,0,0,0,0,0,0,0,0
75G0509,1,16/05/2020,1120,6,1,1,1,1,1,1,32,3,9,0,0,0,0,0,0,0,0,0
75H1599,1,17/05/2020,1907,6,1,1,1,1,3,2,33,3,9,0,0,0,0,0,0,0,0,0
75I0340,1,17/05/2020,1830,6,1,1,1,1,3,1,19,3,9,0,0,0,0,0,0,0,0,0
75I0598,2,18/05/2020,1820,6,1,1,1,1,1,2,38,3,9,9,0,0,0,0,0,0,0,0
75J0417,2,19/05/2020,1015,6,1,1,1,1,1,1,62,3,9,9,0,0,0,0,0,0,0,0
75J0544,2,19/05/2020,1135,6,1,1,1,1,1,1,22,2,9,4,0,0,0,0,0,0,0,0
75J0836,2,19/05/2020,1350,3,1,1,1,1,1,2,29,3,19,9,0,0,0,0,0,0,0,0
75J0836,2,19/05/2020,1350,3,1,1,1,2,2,1,17,3,19,9,0,0,0,0,0,0,0,0
75J1207,2,19/05/2020,1648,1,1,1,1,1,1,1,72,2,9,5,0,0,0,0,0,0,0,0
75J1467,1,16/05/2020,2240,6,1,7,1,1,3,1,35,3,9,0,0,0,0,0,0,0,0,0
75K1564,3,20/05/2020,1630,3,1,1,1,1,1,1,18,3,9,9,9,0,0,0,0,0,0,0
75K1608,4,20/05/2020,1827,6,1,1,1,1,1,2,37,3,9,9,9,9,0,0,0,0,0,0
75K1608,4,20/05/2020,1827,6,1,1,1,2,2,2,24,3,9,9,9,9,0,0,0,0,0,0
75K1653,1,20/05/2020,1841,6,1,1,1,1,1,2,55,3,9,0,0,0,0,0,0,0,0,0
75L0697,2,20/05/2020,1300,3,1,1,1,1,1,2,30,3,9,1,0,0,0,0,0,0,0,0
75L0811,2,21/05/2020,1137,6,1,1,1,1,1,2,24,3,9,9,0,0,0,0,0,0,0,0
75L1545,2,21/05/2020,1710,3,1,1,1,1,1,2,52,3,9,9,0,0,0,0,0,0,0,0
75M0659,2,22/05/2020,1200,6,1,1,1,1,1,1,29,3,3,3,0,0,0,0,0,0,0,0
75M0777,1,22/05/2020,1253,3,1,1,4,1,3,2,30,3,9,0,0,0,0,0,0,0,0,0
75M1252,2,22/05/2020,1200,6,1,1,1,1,1,1,7,3,9,1,0,0,0,0,0,0,0,0
75M1816,2,22/05/2020,1930,6,1,1,4,1,1,1,34,3,9,9,0,0,0,0,0,0,0,0
75M1816,2,22/05/2020,1930,6,1,1,4,2,1,1,65,3,9,9,0,0,0,0,0,0,0,0
75O1456,2,24/05/2020,1830,6,1,1,1,1,2,2,21,3,8,9,0,0,0,0,0,0,0,0
75O1456,2,24/05/2020,1830,6,1,1,1,2,2,2,18,3,8,9,0,0,0,0,0,0,0,0
75O1456,2,24/05/2020,1830,6,1,1,1,3,2,2,21,2,8,9,0,0,0,0,0,0,0,0
75O1456,2,24/05/2020,1830,6,1,1,1,4,2,2,17,3,8,9,0,0,0,0,0,0,0,0
75O1456,2,24/05/2020,1830,6,1,1,1,5,1,1,33,3,8,9,0,0,0,0,0,0,0,0
75P0822,3,25/05/2020,1320,3,1,1,1,1,2,2,50,3,9,9,9,0,0,0,0,0,0,0
75P1105,1,25/05/2020,1503,6,1,1,1,1,1,1,18,3,9,0,0,0,0,0,0,0,0,0
75P1105,1,25/05/2020,1503,6,1,1,1,2,2,1,17,3,9,0,0,0,0,0,0,0,0,0
75P1105,1,25/05/2020,1503,6,1,1,1,3,2,1,18,3,9,0,0,0,0,0,0,0,0,0
75Q1328,2,22/05/2020,0700,1,1,1,1,1,1,2,41,3,9,9,0,0,0,0,0,0,0,0
75Q1804,2,25/05/2020,1700,6,1,1,1,1,1,1,47,2,1,9,0,0,0,0,0,0,0,0
75R0293,2,27/05/2020,0820,3,1,1,1,1,1,1,57,1,9,1,0,0,0,0,0,0,0,0
75R1082,2,27/05/2020,1510,6,1,1,1,1,1,2,25,3,9,9,0,0,0,0,0,0,0,0
75R1670,2,27/05/2020,1840,6,1,1,1,1,1,1,19,3,9,9,0,0,0,0,0,0,0,0
75R2176,4,27/05/2020,2142,6,1,4,1,1,1,2,31,3,9,9,9,9,0,0,0,0,0,0
75R2192,2,27/05/2020,2148,6,1,1,1,1,1,1,15,2,1,9,0,0,0,0,0,0,0,0
75S0300,2,28/05/2020,0730,6,1,1,1,1,1,2,52,3,9,9,0,0,0,0,0,0,0,0
75S0730,2,28/05/2020,1136,3,1,1,1,1,1,2,53,3,9,9,0,0,0,0,0,0,0,0
75T0480,2,29/05/2020,0935,6,1,1,1,1,1,2,60,3,9,1,0,0,0,0,0,0,0,0
75T1954,2,29/05/2020,1939,6,1,1,1,1,1,2,24,2,9,1,0,0,0,0,0,0,0,0
75T2137,2,29/05/2020,1830,6,1,1,1,1,1,2,33,3,9,1,0,0,0,0,0,0,0,0
75U0696,2,21/05/2020,1245,6,1,1,1,1,1,2,59,2,9,1,0,0,0,0,0,0,0,0
75U1615,1,30/05/2020,1742,6,1,1,1,1,3,1,7,3,9,0,0,0,0,0,0,0,0,0
75V2290,2,31/05/2020,2235,6,1,4,1,1,1,2,20,3,9,1,0,0,0,0,0,0,0,0
7610295,2,01/06/2020,0715,6,1,1,1,1,1,1,32,3,9,1,0,0,0,0,0,0,0,0
7610965,2,28/05/2020,1815,6,1,1,1,1,1,1,21,3,9,1,0,0,0,0,0,0,0,0
7611162,2,01/06/2020,2100,3,1,1,1,1,1,2,22,3,9,19,0,0,0,0,0,0,0,0
7611162,2,01/06/2020,2100,3,1,1,1,2,2,2,11,3,9,19,0,0,0,0,0,0,0,0
7611918,2,01/06/2020,2017,6,1,1,1,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
7620460,2,02/06/2020,1000,6,1,1,1,1,1,1,34,3,9,1,0,0,0,0,0,0,0,0
7620732,2,02/06/2020,1030,6,1,1,1,1,1,1,52,3,9,1,0,0,0,0,0,0,0,0
7621784,2,02/06/2020,1937,3,1,1,1,1,1,1,43,3,8,9,0,0,0,0,0,0,0,0
7630347,2,03/06/2020,0730,6,2,1,2,1,1,1,52,3,19,1,0,0,0,0,0,0,0,0
7630939,3,03/06/2020,1425,3,1,1,1,1,1,1,44,3,9,21,1,0,0,0,0,0,0,0
7631489,2,03/06/2020,1840,6,1,1,1,1,1,1,32,2,9,1,0,0,0,0,0,0,0,0
7631517,1,03/06/2020,1530,6,2,1,1,1,3,1,22,3,9,0,0,0,0,0,0,0,0,0
7640672,1,04/06/2020,1230,6,1,1,1,1,3,2,77,3,19,0,0,0,0,0,0,0,0,0
7640825,1,04/06/2020,1400,2,1,1,1,1,2,2,53,3,9,0,0,0,0,0,0,0,0,0
7640922,2,04/06/2020,1415,6,1,1,1,1,1,1,17,3,1,9,0,0,0,0,0,0,0,0
7641212,2,04/06/2020,1645,1,2,1,2,1,1,1,29,3,9,9,0,0,0,0,0,0,0,0
7641216,1,04/06/2020,1655,6,2,1,2,1,1,1,19,3,9,0,0,0,0,0,0,0,0,0
7641407,1,04/06/2020,1820,6,1,1,1,1,3,2,54,3,9,0,0,0,0,0,0,0,0,0
7641407,1,04/06/2020,1820,6,1,1,1,2,3,2,19,3,9,0,0,0,0,0,0,0,0,0
7641905,1,04/06/2020,2255,2,2,6,2,1,1,1,32,3,9,0,0,0,0,0,0,0,0,0
7650540,2,04/06/2020,1430,3,1,1,1,1,1,1,48,3,9,1,0,0,0,0,0,0,0,0
7650925,2,05/06/2020,1435,3,2,1,2,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
7652003,1,05/06/2020,2253,6,2,4,1,1,3,1,52,2,9,0,0,0,0,0,0,0,0,0
7660528,2,06/06/2020,1130,6,1,1,1,1,1,1,29,3,9,4,0,0,0,0,0,0,0,0
7671533,2,07/06/2020,1724,6,1,1,1,1,1,2,35,2,9,9,0,0,0,0,0,0,0,0
7671533,2,07/06/2020,1724,6,1,1,1,2,1,2,38,3,9,9,0,0,0,0,0,0,0,0
7671533,2,07/06/2020,1724,6,1,1,1,3,2,2,38,2,9,9,0,0,0,0,0,0,0,0
7681391,2,08/06/2020,1835,6,1,1,1,1,1,2,26,3,9,9,0,0,0,0,0,0,0,0
7681391,2,08/06/2020,1835,6,1,1,1,2,2,2,42,3,9,9,0,0,0,0,0,0,0,0
7690784,2,09/06/2020,1316,3,1,1,1,1,1,1,31,3,9,21,0,0,0,0,0,0,0,0
7690784,2,09/06/2020,1316,3,1,1,1,2,2,2,6,3,9,21,0,0,0,0,0,0,0,0
7691782,1,09/06/2020,2218,4,1,1,1,1,1,1,43,3,9,0,0,0,0,0,0,0,0,0
7691782,1,09/06/2020,2218,4,1,1,1,2,2,2,25,3,9,0,0,0,0,0,0,0,0,0
7691782,1,09/06/2020,2218,4,1,1,1,3,2,2,27,3,9,0,0,0,0,0,0,0,0,0
7691933,2,09/06/2020,2233,1,1,4,1,1,1,1,32,3,9,20,0,0,0,0,0,0,0,0
76A0270,1,10/06/2020,0715,6,2,1,1,1,3,2,30,3,90,0,0,0,0,0,0,0,0,0
76A0270,1,10/06/2020,0715,6,2,1,1,2,3,1,21,3,90,0,0,0,0,0,0,0,0,0
76B0746,1,11/06/2020,1400,1,1,1,1,1,2,1,57,2,9,0,0,0,0,0,0,0,0,0
76B1163,2,11/06/2020,1700,6,2,1,1,1,1,1,23,3,9,1,0,0,0,0,0,0,0,0
76B1224,2,11/06/2020,1730,5,2,1,2,1,1,1,25,3,9,1,0,0,0,0,0,0,0,0
76C0278,2,12/06/2020,0849,1,2,1,5,1,1,1,51,3,9,9,0,0,0,0,0,0,0,0
76C0278,2,12/06/2020,0849,1,2,1,5,2,2,2,8,3,9,9,0,0,0,0,0,0,0,0
76C0910,2,12/06/2020,1430,6,2,1,2,1,1,1,22,3,9,1,0,0,0,0,0,0,0,0
76D1539,2,13/06/2020,1922,3,1,1,1,1,1,2,22,3,9,9,0,0,0,0,0,0,0,0
76D1655,2,13/06/2020,2010,6,1,1,1,1,1,1,41,3,9,1,0,0,0,0,0,0,0,0
76E0511,1,14/06/2020,0550,6,1,1,1,1,3,2,26,2,9,0,0,0,0,0,0,0,0,0
76E0981,2,14/06/2020,1355,6,1,1,1,1,1,1,78,3,9,1,0,0,0,0,0,0,0,0
76E1445,2,14/06/2020,1646,3,1,1,1,1,1,1,44,3,9,11,0,0,0,0,0,0,0,0
76F0266,1,15/06/2020,0516,2,1,1,1,1,1,1,21,3,9,0,0,0,0,0,0,0,0,0
76F0946,2,15/06/2020,1430,6,1,1,1,1,1,1,66,2,19,1,0,0,0,0,0,0,0,0
76F1407,2,15/06/2020,1705,3,1,1,1,1,1,1,-1,3,9,8,0,0,0,0,0,0,0,0
76F1624,2,15/06/2020,1820,6,1,1,1,1,1,1,6,3,1,9,0,0,0,0,0,0,0,0
76F1785,2,15/06/2020,1920,3,1,1,1,1,1,1,47,3,8,9,0,0,0,0,0,0,0,0
76F1785,2,15/06/2020,1920,3,1,1,1,2,2,2,72,3,8,9,0,0,0,0,0,0,0,0
76G0078,1,16/06/2020,0046,6,1,4,1,1,1,1,26,2,17,0,0,0,0,0,0,0,0,0
76G1772,1,16/06/2020,1955,6,1,1,1,1,1,1,73,2,5,0,0,0,0,0,0,0,0,0
76H0458,2,16/06/2020,0930,3,1,1,1,1,1,2,47,3,9,9,0,0,0,0,0,0,0,0
76H1000,1,17/06/2020,1450,6,1,1,1,1,2,2,11,3,9,0,0,0,0,0,0,0,0,0
76H1067,1,17/06/2020,1517,6,1,1,1,1,1,1,90,1,9,0,0,0,0,0,0,0,0,0
76H1392,2,17/06/2020,1730,6,2,1,1,1,1,1,65,3,9,1,0,0,0,0,0,0,0,0
76I0897,2,18/06/2020,1434,6,2,1,2,1,2,1,13,3,97,9,0,0,0,0,0,0,0,0
76K0454,4,20/06/2020,0852,6,1,1,1,1,1,1,41,2,9,19,1,9,0,0,0,0,0,0
76K0454,4,20/06/2020,0852,6,1,1,1,2,1,1,40,3,9,19,1,9,0,0,0,0,0,0
76K0454,4,20/06/2020,0852,6,1,1,1,3,2,1,23,3,9,19,1,9,0,0,0,0,0,0
76K0454,4,20/06/2020,0852,6,1,1,1,4,1,1,41,3,9,19,1,9,0,0,0,0,0,0
76K0454,4,20/06/2020,0852,6,1,1,1,5,1,1,25,3,9,19,1,9,0,0,0,0,0,0
76K0509,2,20/06/2020,0940,6,1,1,1,1,1,1,42,3,9,9,0,0,0,0,0,0,0,0
76K0509,2,20/06/2020,0940,6,1,1,1,2,1,2,30,3,9,9,0,0,0,0,0,0,0,0
76K0509,2,20/06/2020,0940,6,1,1,1,3,2,2,4,3,9,9,0,0,0,0,0,0,0,0
76K0607,2,20/06/2020,1045,4,1,1,1,1,1,2,18,3,9,1,0,0,0,0,0,0,0,0
76K1047,4,20/06/2020,1440,3,1,1,1,1,2,2,51,2,9,9,9,9,0,0,0,0,0,0
76K1195,3,20/06/2020,1545,6,1,1,1,1,1,1,59,3,9,1,1,0,0,0,0,0,0,0
76K1195,3,20/06/2020,1545,6,1,1,1,2,1,1,70,3,9,1,1,0,0,0,0,0,0,0
76M1372,2,22/06/2020,1720,3,1,1,1,1,1,1,27,3,9,1,0,0,0,0,0,0,0,0
76N1843,1,23/06/2020,2038,6,1,1,1,1,3,1,54,3,9,0,0,0,0,0,0,0,0,0
76O0617,2,24/06/2020,1105,3,1,1,1,1,2,2,24,3,9,8,0,0,0,0,0,0,0,0
76O0998,2,24/06/2020,1354,3,1,1,1,1,1,1,35,3,9,21,0,0,0,0,0,0,0,0
76O0998,2,24/06/2020,1354,3,1,1,1,2,1,1,66,3,9,21,0,0,0,0,0,0,0,0
76O1140,2,26/06/2020,1630,3,1,1,1,1,1,1,60,3,9,19,0,0,0,0,0,0,0,0
76O1771,2,24/06/2020,1200,6,1,1,1,1,1,2,11,2,9,90,0,0,0,0,0,0,0,0
76P0815,3,25/06/2020,1240,4,1,1,1,1,1,1,88,2,9,9,9,0,0,0,0,0,0,0
76P0815,3,25/06/2020,1240,4,1,1,1,2,1,2,50,3,9,9,9,0,0,0,0,0,0,0
76P1354,1,25/06/2020,1623,6,1,1,1,1,3,1,7,2,19,0,0,0,0,0,0,0,0,0
76P2014,2,25/06/2020,2022,6,1,1,1,1,1,1,28,3,9,3,0,0,0,0,0,0,0,0
76Q0755,3,26/06/2020,1104,6,1,1,1,1,1,1,74,2,9,19,9,0,0,0,0,0,0,0
76Q0755,3,26/06/2020,1104,6,1,1,1,2,1,1,39,2,9,19,9,0,0,0,0,0,0,0
76Q0755,3,26/06/2020,1104,6,1,1,1,3,1,2,32,2,9,19,9,0,0,0,0,0,0,0
76Q1059,2,26/06/2020,1330,6,1,1,1,1,1,1,54,3,9,1,0,0,0,0,0,0,0,0
76Q1858,2,26/06/2020,1849,4,2,7,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
76Q1858,2,26/06/2020,1849,4,2,7,1,2,2,2,27,3,9,9,0,0,0,0,0,0,0,0
76Q1858,2,26/06/2020,1849,4,2,7,1,3,2,2,27,3,9,9,0,0,0,0,0,0,0,0
76R0540,1,27/06/2020,0800,6,2,1,2,1,2,1,23,3,9,0,0,0,0,0,0,0,0,0
76S0011,1,28/06/2020,0004,6,1,4,1,1,2,2,25,3,9,0,0,0,0,0,0,0,0,0
76S0311,2,27/06/2020,2330,1,1,7,8,1,1,2,25,3,9,9,0,0,0,0,0,0,0,0
76S1669,2,28/06/2020,2028,6,2,1,8,1,3,2,41,3,9,9,0,0,0,0,0,0,0,0
76T0665,1,28/06/2020,1900,3,1,1,1,1,3,2,15,3,9,0,0,0,0,0,0,0,0,0
76T0776,1,29/06/2020,1401,6,1,1,1,1,3,2,26,3,19,0,0,0,0,0,0,0,0,0
76T1049,2,29/06/2020,1610,3,1,1,1,1,2,2,45,3,8,8,0,0,0,0,0,0,0,0
76U0825,1,30/06/2020,1410,6,1,1,1,1,1,1,25,3,9,0,0,0,0,0,0,0,0,0
76U1060,2,30/06/2020,1611,6,1,1,1,1,1,1,27,3,9,9,0,0,0,0,0,0,0,0
76U1332,3,30/06/2020,1800,6,1,1,1,1,1,1,50,3,9,9,9,0,0,0,0,0,0,0
76U1332,3,30/06/2020,1800,6,1,1,1,2,1,1,45,3,9,9,9,0,0,0,0,0,0,0
7711481,1,01/07/2020,1830,6,1,1,1,1,3,1,15,3,9,0,0,0,0,0,0,0,0,0
7720677,2,02/07/2020,1000,6,1,1,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
7721373,2,02/07/2020,1819,3,1,1,1,1,1,1,53,3,9,1,0,0,0,0,0,0,0,0
7721643,1,02/07/2020,2028,4,1,1,1,1,1,1,51,2,9,0,0,0,0,0,0,0,0,0
7730555,2,03/07/2020,1150,3,2,1,1,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
7730969,2,03/07/2020,1610,6,1,1,1,1,1,2,12,3,1,19,0,0,0,0,0,0,0,0
7731032,2,03/07/2020,1545,3,1,1,1,1,2,2,49,3,9,9,0,0,0,0,0,0,0,0
7731091,2,03/07/2020,1120,3,1,1,1,1,1,2,21,3,20,9,0,0,0,0,0,0,0,0
7731796,1,03/07/2020,2118,6,1,1,1,1,3,1,4,3,9,0,0,0,0,0,0,0,0,0
7740300,1,04/07/2020,0455,6,1,1,1,1,1,1,33,3,9,0,0,0,0,0,0,0,0,0
7740830,2,04/07/2020,1315,3,1,1,1,1,1,1,14,3,9,1,0,0,0,0,0,0,0,0
7741018,2,04/07/2020,1455,3,1,1,1,1,1,1,47,2,9,1,0,0,0,0,0,0,0,0
7741438,2,04/07/2020,1755,6,1,1,1,1,1,1,48,3,9,19,0,0,0,0,0,0,0,0
7741697,1,04/07/2020,1900,6,1,1,1,1,2,2,71,3,9,0,0,0,0,0,0,0,0,0
7742091,1,04/07/2020,2202,4,1,1,4,1,2,2,20,3,9,0,0,0,0,0,0,0,0,0
7742091,1,04/07/2020,2202,4,1,1,4,2,2,2,20,3,9,0,0,0,0,0,0,0,0,0
7751543,2,05/07/2020,1330,6,1,1,1,1,1,1,27,3,19,1,0,0,0,0,0,0,0,0
7752163,1,05/07/2020,2325,1,2,4,2,1,1,1,25,3,9,0,0,0,0,0,0,0,0,0
7760199,2,06/07/2020,0614,3,2,1,2,1,1,2,34,3,9,9,0,0,0,0,0,0,0,0
7760466,2,06/07/2020,1050,3,1,1,1,1,1,1,81,3,9,9,0,0,0,0,0,0,0,0
7760548,3,28/06/2020,2230,3,1,7,1,1,1,1,46,3,9,9,9,0,0,0,0,0,0,0
7760847,2,06/07/2020,1357,3,1,1,1,1,1,1,69,3,9,9,0,0,0,0,0,0,0,0
7770464,2,07/07/2020,1726,6,1,1,1,1,1,1,50,3,8,9,0,0,0,0,0,0,0,0
7770796,1,07/07/2020,1302,3,2,1,2,1,1,1,27,2,3,0,0,0,0,0,0,0,0,0
7770995,2,07/07/2020,1740,6,1,1,1,1,1,2,28,2,9,1,0,0,0,0,0,0,0,0
7780003,1,08/07/2020,0001,3,2,4,2,1,2,1,22,3,9,0,0,0,0,0,0,0,0,0
7780025,1,07/07/2020,2330,6,2,7,2,1,1,1,43,3,3,0,0,0,0,0,0,0,0,0
7780447,1,08/07/2020,1054,3,1,1,1,1,3,2,30,3,9,0,0,0,0,0,0,0,0,0
7781412,2,08/07/2020,1430,6,1,1,1,1,1,1,21,3,9,1,0,0,0,0,0,0,0,0
7790346,1,09/07/2020,0858,3,2,1,2,1,1,1,37,3,9,0,0,0,0,0,0,0,0,0
7790760,2,09/07/2020,0725,3,1,1,1,1,2,2,27,3,8,21,0,0,0,0,0,0,0,0
7791638,2,09/07/2020,2038,1,2,1,2,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
77A0434,1,10/07/2020,1005,3,1,1,1,1,3,2,48,2,9,0,0,0,0,0,0,0,0,0
77A0799,1,10/07/2020,1240,6,1,1,1,1,3,2,20,3,8,0,0,0,0,0,0,0,0,0
77A0840,2,10/07/2020,1410,6,2,1,2,1,3,2,6,3,9,9,0,0,0,0,0,0,0,0
77A1628,1,10/07/2020,1400,6,1,1,1,1,1,1,15,2,2,0,0,0,0,0,0,0,0,0
77B0363,2,11/07/2020,0605,3,1,1,1,1,1,1,59,3,9,1,0,0,0,0,0,0,0,0
77B1360,2,11/07/2020,1710,6,1,1,1,1,3,1,29,3,19,9,0,0,0,0,0,0,0,0
77B1360,2,11/07/2020,1710,6,1,1,1,2,3,2,-1,3,19,9,0,0,0,0,0,0,0,0
77B1971,2,11/07/2020,1600,3,1,1,1,1,1,1,32,3,9,1,0,0,0,0,0,0,0,0
77C0117,1,12/07/2020,0054,6,1,4,1,1,1,1,20,3,9,0,0,0,0,0,0,0,0,0
77C0117,1,12/07/2020,0054,6,1,4,1,2,2,2,18,2,9,0,0,0,0,0,0,0,0,0
77C0387,2,12/07/2020,0356,2,1,1,1,1,1,1,24,3,9,21,0,0,0,0,0,0,0,0
77C1356,2,12/07/2020,1641,5,1,1,1,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
77C1484,2,12/07/2020,1745,6,1,1,1,1,1,1,46,3,3,9,0,0,0,0,0,0,0,0
77C1828,2,12/07/2020,2028,3,1,1,1,1,1,1,28,3,9,19,0,0,0,0,0,0,0,0
77C2144,1,12/07/2020,2245,4,1,4,1,1,1,1,19,2,3,0,0,0,0,0,0,0,0,0
77D0231,1,13/07/2020,0401,6,1,4,1,1,1,2,28,2,9,0,0,0,0,0,0,0,0,0
77D0380,2,13/07/2020,0820,3,2,1,1,1,1,1,25,3,9,1,0,0,0,0,0,0,0,0
77D0853,2,13/07/2020,1330,6,2,1,2,1,1,1,18,2,3,9,0,0,0,0,0,0,0,0
77E0210,2,14/07/2020,0534,6,1,1,1,1,1,1,57,3,9,1,0,0,0,0,0,0,0,0
77E0714,2,14/07/2020,1210,6,1,1,1,1,1,1,35,3,9,1,0,0,0,0,0,0,0,0
77E1507,2,14/07/2020,1830,6,1,1,1,1,1,1,11,2,1,9,0,0,0,0,0,0,0,0
77H0436,1,16/07/2020,1630,6,1,1,1,1,3,1,42,3,9,0,0,0,0,0,0,0,0,0
77H0803,2,15/07/2020,0055,6,2,4,1,1,1,1,59,3,9,9,0,0,0,0,0,0,0,0
77H0884,3,17/07/2020,1300,3,1,1,1,1,1,1,56,2,5,9,19,0,0,0,0,0,0,0
77H1298,1,17/07/2020,1600,6,1,1,1,1,1,1,41,2,1,0,0,0,0,0,0,0,0,0
77H1626,2,17/07/2020,1822,2,1,1,1,1,1,1,27,3,9,9,0,0,0,0,0,0,0,0
77I1296,2,18/07/2020,1613,3,2,1,1,1,1,1,19,3,9,9,0,0,0,0,0,0,0,0
77I1640,1,18/07/2020,1625,6,1,1,1,1,3,1,37,3,8,0,0,0,0,0,0,0,0,0
77I1709,2,18/07/2020,1845,3,1,1,1,1,1,1,19,3,8,1,0,0,0,0,0,0,0,0
77J0812,2,19/07/2020,1224,3,1,1,1,1,1,1,80,2,9,9,0,0,0,0,0,0,0,0
77J0812,2,19/07/2020,1224,3,1,1,1,2,1,1,54,2,9,9,0,0,0,0,0,0,0,0
77J0812,2,19/07/2020,1224,3,1,1,1,3,2,2,47,2,9,9,0,0,0,0,0,0,0,0
77J0870,2,19/07/2020,1250,6,1,1,1,1,1,1,56,3,9,1,0,0,0,0,0,0,0,0
77K0803,2,20/07/2020,1256,4,1,1,1,1,3,1,53,2,9,9,0,0,0,0,0,0,0,0
77K1172,2,20/07/2020,1430,6,1,1,1,1,1,1,36,3,9,1,0,0,0,0,0,0,0,0
77K1683,2,20/07/2020,1115,6,1,1,1,1,1,2,47,3,9,9,0,0,0,0,0,0,0,0
77K1683,2,20/07/2020,1115,6,1,1,1,2,2,2,21,3,9,9,0,0,0,0,0,0,0,0
77L0322,1,21/07/2020,0800,4,1,1,1,1,2,2,-1,3,11,0,0,0,0,0,0,0,0,0
77L0703,2,21/07/2020,1246,6,1,1,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
77L0703,2,21/07/2020,1246,6,1,1,1,2,2,2,37,3,9,9,0,0,0,0,0,0,0,0
77M0766,1,22/07/2020,0001,6,1,6,1,1,1,1,68,3,9,0,0,0,0,0,0,0,0,0
77M0944,1,22/07/2020,1415,6,1,1,1,1,3,1,60,3,19,0,0,0,0,0,0,0,0,0
77M1038,1,22/07/2020,1430,6,1,1,1,1,3,1,53,3,97,0,0,0,0,0,0,0,0,0
77N0459,2,23/07/2020,1014,3,1,1,1,1,1,1,54,2,9,9,0,0,0,0,0,0,0,0
77N0459,2,23/07/2020,1014,3,1,1,1,2,1,1,66,3,9,9,0,0,0,0,0,0,0,0
77N1443,2,23/07/2020,1815,6,1,1,1,1,1,2,13,3,1,9,0,0,0,0,0,0,0,0
77O0823,2,24/07/2020,1320,3,1,1,1,1,1,1,37,2,9,1,0,0,0,0,0,0,0,0
77O1213,2,24/07/2020,1610,3,1,1,1,1,2,2,56,3,5,9,0,0,0,0,0,0,0,0
