Reference Number,Number of vehicles,Date,Time,Road class,Road surface description,Lighting conditions,Weather conditions,Casualty number,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,Type of vehicle 1,Type of vehicle 2,Type of vehicle 3,Type of vehicle 4,Type of vehicle 5,Type of vehicle 6,Type of vehicle 7,Type of vehicle 8,Type of vehicle 9,Type of vehicle 10
1038908,2,22/04/2021,1410,3,1,1,1,1,1,2,31,3,9,9,0,0,0,0,0,0,0,0
1039005,1,23/04/2021,1540,6,1,1,8,1,3,2,13,3,9,0,0,0,0,0,0,0,0,0
1039006,2,23/04/2021,1800,3,1,1,8,1,1,1,65,3,9,97,0,0,0,0,0,0,0,0
1039051,2,26/04/2021,0755,3,1,1,1,1,1,1,35,3,9,1,0,0,0,0,0,0,0,0
1039265,2,24/04/2021,1311,6,1,1,1,1,1,2,45,3,9,9,0,0,0,0,0,0,0,0
1039357,2,24/04/2021,1200,6,1,1,1,1,1,2,29,3,98,1,0,0,0,0,0,0,0,0
1039437,1,22/04/2021,2315,3,1,4,1,1,1,1,33,3,9,0,0,0,0,0,0,0,0,0
1039744,2,25/04/2021,1830,6,1,1,1,1,1,1,19,2,9,3,0,0,0,0,0,0,0,0
1040276,2,28/04/2021,1607,1,1,1,1,1,1,1,51,3,9,19,0,0,0,0,0,0,0,0
1040290,2,27/04/2021,1830,6,2,1,2,1,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1040502,1,26/04/2021,1230,6,1,1,1,1,2,2,21,3,8,0,0,0,0,0,0,0,0,0
1040547,1,29/04/2021,1240,6,1,1,2,1,3,1,1,3,9,0,0,0,0,0,0,0,0,0
1040608,2,29/04/2021,1215,6,1,1,1,1,1,1,81,3,9,1,0,0,0,0,0,0,0,0
1040671,3,29/04/2021,1730,1,1,1,1,1,1,1,29,3,9,9,9,0,0,0,0,0,0,0
1040696,2,28/04/2021,1145,3,1,1,1,1,1,1,36,3,20,9,0,0,0,0,0,0,0,0
1040961,2,30/04/2021,1400,4,1,1,1,1,1,2,55,3,9,9,0,0,0,0,0,0,0,0
1040992,3,30/04/2021,1657,4,1,1,1,1,1,2,27,3,9,9,9,0,0,0,0,0,0,0
1040992,3,30/04/2021,1657,4,1,1,1,2,1,2,47,3,9,9,9,0,0,0,0,0,0,0
1040995,2,30/04/2021,1705,3,1,1,1,1,2,2,17,2,9,9,0,0,0,0,0,0,0,0
1041008,2,30/04/2021,1647,1,1,1,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
1041014,2,30/04/2021,1950,6,1,1,1,1,1,1,38,2,1,1,0,0,0,0,0,0,0,0
1041021,2,30/04/2021,1537,3,2,1,2,1,3,1,13,3,9,11,0,0,0,0,0,0,0,0
1041026,2,30/04/2021,1826,6,1,1,1,1,3,2,68,2,9,19,0,0,0,0,0,0,0,0
1041168,2,01/05/2021,1031,3,1,1,1,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
1041220,2,01/05/2021,2249,6,2,4,1,1,1,1,31,3,9,9,0,0,0,0,0,0,0,0
1041220,2,01/05/2021,2249,6,2,4,1,2,2,1,27,3,9,9,0,0,0,0,0,0,0,0
1041240,2,01/05/2021,0919,4,1,1,1,1,1,2,41,2,9,9,0,0,0,0,0,0,0,0
1041323,2,02/05/2021,1335,6,1,5,1,1,2,2,79,3,9,9,0,0,0,0,0,0,0,0
1041338,2,02/05/2021,1510,1,2,1,2,1,1,1,35,3,9,9,0,0,0,0,0,0,0,0
1041338,2,02/05/2021,1510,1,2,1,2,2,2,1,21,3,9,9,0,0,0,0,0,0,0,0
1041384,2,02/05/2021,2020,6,1,1,1,1,1,1,51,3,9,9,0,0,0,0,0,0,0,0
1041384,2,02/05/2021,2020,6,1,1,1,2,1,2,18,2,9,9,0,0,0,0,0,0,0,0
1041384,2,02/05/2021,2020,6,1,1,1,3,2,1,20,3,9,9,0,0,0,0,0,0,0,0
1041388,1,02/05/2021,2255,3,2,6,1,1,1,1,30,3,9,0,0,0,0,0,0,0,0,0
1041402,1,03/05/2021,0401,6,1,4,1,1,2,1,22,3,9,0,0,0,0,0,0,0,0,0
1041457,3,03/05/2021,1440,3,2,1,2,1,2,2,65,2,90,9,9,0,0,0,0,0,0,0
1041457,3,03/05/2021,1440,3,2,1,2,2,2,1,14,3,90,9,9,0,0,0,0,0,0,0
1041457,3,03/05/2021,1440,3,2,1,2,3,2,1,17,3,90,9,9,0,0,0,0,0,0,0
1041468,2,03/05/2021,1600,3,2,1,2,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
1041468,2,03/05/2021,1600,3,2,1,2,2,2,2,2,3,9,9,0,0,0,0,0,0,0,0
1041679,2,04/05/2021,0747,4,1,1,8,1,1,2,55,3,9,9,0,0,0,0,0,0,0,0
1041679,2,04/05/2021,0747,4,1,1,8,2,2,2,33,3,9,9,0,0,0,0,0,0,0,0
1041744,3,04/05/2021,0922,3,2,1,2,1,1,1,45,3,9,9,9,0,0,0,0,0,0,0
1041744,3,04/05/2021,0922,3,2,1,2,2,1,1,40,3,9,9,9,0,0,0,0,0,0,0
1041942,3,04/05/2021,1824,6,2,1,2,1,1,1,44,3,9,9,9,0,0,0,0,0,0,0
1041942,3,04/05/2021,1824,6,2,1,2,2,1,1,53,3,9,9,9,0,0,0,0,0,0,0
1041942,3,04/05/2021,1824,6,2,1,2,3,2,1,47,3,9,9,9,0,0,0,0,0,0,0
1041942,3,04/05/2021,1824,6,2,1,2,4,2,2,54,3,9,9,9,0,0,0,0,0,0,0
1041942,3,04/05/2021,1824,6,2,1,2,5,1,1,53,3,9,9,9,0,0,0,0,0,0,0
1041942,3,04/05/2021,1824,6,2,1,2,6,2,2,54,3,9,9,9,0,0,0,0,0,0,0
1042142,1,05/05/2021,0635,6,4,1,1,1,1,1,53,3,9,0,0,0,0,0,0,0,0,0
1042445,2,26/04/2021,1000,1,1,1,1,1,1,1,45,3,9,9,0,0,0,0,0,0,0,0
1042498,1,06/05/2021,0931,6,1,1,1,1,3,1,14,2,19,0,0,0,0,0,0,0,0,0
1042582,1,04/05/2021,1547,6,1,1,1,1,3,1,13,2,9,0,0,0,0,0,0,0,0,0
1042670,1,06/05/2021,1530,6,1,1,1,1,3,1,3,2,9,0,0,0,0,0,0,0,0,0
1042683,1,06/05/2021,1452,4,1,1,1,1,3,1,55,3,9,0,0,0,0,0,0,0,0,0
1042685,2,06/05/2021,1530,1,1,1,1,1,1,1,59,2,9,9,0,0,0,0,0,0,0,0
1042698,2,06/05/2021,1630,4,1,1,1,1,1,1,37,3,9,98,0,0,0,0,0,0,0,0
1042708,2,06/05/2021,2125,3,2,4,1,1,1,1,20,3,90,1,0,0,0,0,0,0,0,0
1042716,2,06/05/2021,2347,3,2,4,1,1,1,1,29,3,9,9,0,0,0,0,0,0,0,0
1042737,1,07/05/2021,0522,6,1,1,1,1,1,1,30,2,9,0,0,0,0,0,0,0,0,0
1042935,1,07/05/2021,1238,6,1,1,1,1,3,1,34,3,9,0,0,0,0,0,0,0,0,0
1042968,1,07/05/2021,1834,6,1,1,1,1,3,2,7,3,9,0,0,0,0,0,0,0,0,0
1042993,8,06/05/2021,1841,1,2,1,6,1,1,1,53,3,9,9,9,9,9,9,9,19,0,0
1042993,8,06/05/2021,1841,1,2,1,6,2,2,2,14,3,9,9,9,9,9,9,9,19,0,0
1042993,8,06/05/2021,1841,1,2,1,6,3,1,1,26,3,9,9,9,9,9,9,9,19,0,0
1042993,8,06/05/2021,1841,1,2,1,6,4,1,2,21,3,9,9,9,9,9,9,9,19,0,0
1042993,8,06/05/2021,1841,1,2,1,6,5,1,2,43,3,9,9,9,9,9,9,9,19,0,0
1042996,1,07/05/2021,2200,4,1,4,1,1,3,1,37,3,9,0,0,0,0,0,0,0,0,0
1043122,1,08/05/2021,1130,3,2,1,2,1,3,2,59,3,9,0,0,0,0,0,0,0,0,0
1043143,2,08/05/2021,1356,6,2,1,2,1,1,1,32,3,9,1,0,0,0,0,0,0,0,0
1043189,2,07/05/2021,1820,6,2,1,1,1,1,2,55,3,9,9,0,0,0,0,0,0,0,0
1043231,1,04/05/2021,0517,1,2,4,1,1,1,1,32,2,19,0,0,0,0,0,0,0,0,0
1043342,1,09/05/2021,2320,3,1,4,1,1,3,1,57,3,9,0,0,0,0,0,0,0,0,0
1043435,1,10/05/2021,0840,3,1,1,1,1,3,2,12,2,98,0,0,0,0,0,0,0,0,0
1043537,2,10/05/2021,1015,6,1,1,1,1,1,1,46,2,9,9,0,0,0,0,0,0,0,0
1043617,2,10/05/2021,1140,6,1,1,1,1,1,1,72,3,9,9,0,0,0,0,0,0,0,0
1043617,2,10/05/2021,1140,6,1,1,1,2,1,2,57,3,9,9,0,0,0,0,0,0,0,0
1043617,2,10/05/2021,1140,6,1,1,1,3,2,2,74,3,9,9,0,0,0,0,0,0,0,0
1043667,2,10/05/2021,1020,6,1,1,1,1,1,1,39,3,9,19,0,0,0,0,0,0,0,0
1043667,2,10/05/2021,1020,6,1,1,1,2,2,1,18,3,9,19,0,0,0,0,0,0,0,0
1043695,3,10/05/2021,1440,6,2,1,8,1,1,1,31,3,9,9,9,0,0,0,0,0,0,0
1043700,2,10/05/2021,1220,3,1,1,1,1,1,1,43,3,9,9,0,0,0,0,0,0,0,0
1043914,2,11/05/2021,0830,6,1,1,1,1,1,2,45,3,9,9,0,0,0,0,0,0,0,0
1044198,3,11/05/2021,0910,3,2,1,2,1,1,1,41,3,9,8,9,0,0,0,0,0,0,0
1044231,2,11/05/2021,2040,3,2,4,2,1,1,1,42,3,9,9,0,0,0,0,0,0,0,0
1044231,2,11/05/2021,2040,3,2,4,2,2,2,1,33,3,9,9,0,0,0,0,0,0,0,0
1044471,2,12/05/2021,1250,6,1,1,1,1,1,1,57,3,9,1,0,0,0,0,0,0,0,0
1044491,2,11/05/2021,1604,1,2,1,2,1,1,1,19,3,9,9,0,0,0,0,0,0,0,0
1044593,2,11/05/2021,2207,6,2,4,2,1,1,1,21,3,9,90,0,0,0,0,0,0,0,0
1044889,2,13/05/2021,0730,3,1,1,1,1,1,1,52,3,9,5,0,0,0,0,0,0,0,0
1045024,2,11/05/2021,1555,3,2,1,2,1,1,1,46,3,98,5,0,0,0,0,0,0,0,0
1045083,2,01/05/2021,1555,3,1,1,1,1,1,1,42,3,9,1,0,0,0,0,0,0,0,0
1045173,1,14/05/2021,0847,6,1,1,1,1,3,1,56,3,9,0,0,0,0,0,0,0,0,0
1045392,2,14/05/2021,1432,6,1,1,1,1,2,1,17,2,98,3,0,0,0,0,0,0,0,0
1045436,2,14/05/2021,2150,3,1,4,1,1,1,1,45,3,9,9,0,0,0,0,0,0,0,0
1045454,2,14/05/2021,2321,6,2,4,1,1,2,2,22,3,9,9,0,0,0,0,0,0,0,0
1045539,2,13/05/2021,1540,4,1,1,1,1,2,2,37,3,9,9,0,0,0,0,0,0,0,0
1045539,2,13/05/2021,1540,4,1,1,1,2,2,2,36,3,9,9,0,0,0,0,0,0,0,0
1045599,2,14/05/2021,2030,6,1,7,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
1045601,2,15/05/2021,1520,3,2,1,2,1,1,2,43,3,9,9,0,0,0,0,0,0,0,0
1045601,2,15/05/2021,1520,3,2,1,2,2,1,1,35,3,9,9,0,0,0,0,0,0,0,0
1045669,2,16/05/2021,0030,3,2,4,2,1,1,1,41,3,1,9,0,0,0,0,0,0,0,0
1045679,2,15/05/2021,2200,3,5,4,2,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
1045695,2,15/05/2021,1510,4,2,6,2,1,1,1,52,3,9,9,0,0,0,0,0,0,0,0
1045695,2,15/05/2021,1510,4,2,6,2,2,2,1,15,3,9,9,0,0,0,0,0,0,0,0
1045749,2,16/05/2021,1217,3,1,1,1,1,1,2,45,3,9,9,0,0,0,0,0,0,0,0
1045790,2,16/05/2021,1627,6,1,1,1,1,1,1,37,2,9,1,0,0,0,0,0,0,0,0
1045814,3,16/05/2021,1815,6,2,1,1,1,2,2,22,3,9,9,9,0,0,0,0,0,0,0
1045814,3,16/05/2021,1815,6,2,1,1,2,2,2,24,3,9,9,9,0,0,0,0,0,0,0
1046027,2,15/05/2021,1730,6,1,1,1,1,1,2,43,3,9,9,0,0,0,0,0,0,0,0
1046092,2,17/05/2021,0817,1,1,1,1,1,1,1,54,2,21,19,0,0,0,0,0,0,0,0
1046092,2,17/05/2021,0817,1,1,1,1,2,2,1,34,2,21,19,0,0,0,0,0,0,0,0
1046092,2,17/05/2021,0817,1,1,1,1,3,2,1,54,2,21,19,0,0,0,0,0,0,0,0
1046176,3,16/05/2021,1126,3,1,1,1,1,1,1,54,3,9,1,9,0,0,0,0,0,0,0
1046199,3,17/05/2021,1432,6,2,1,2,1,1,1,47,3,9,9,9,0,0,0,0,0,0,0
1046199,3,17/05/2021,1432,6,2,1,2,2,1,1,43,3,9,9,9,0,0,0,0,0,0,0
1046397,1,18/05/2021,0851,6,1,1,1,1,3,2,11,2,9,0,0,0,0,0,0,0,0,0
1046507,2,18/05/2021,0805,6,1,1,1,1,1,1,36,2,9,1,0,0,0,0,0,0,0,0
1046586,1,18/05/2021,1535,6,1,1,1,1,3,1,12,3,9,0,0,0,0,0,0,0,0,0
1046593,2,11/05/2021,2012,6,1,1,1,1,1,1,49,3,9,9,0,0,0,0,0,0,0,0
1046623,2,16/05/2021,1200,6,1,1,8,1,1,1,48,3,9,1,0,0,0,0,0,0,0,0
1046629,2,18/05/2021,1815,3,1,1,1,1,1,1,18,2,2,9,0,0,0,0,0,0,0,0
1046638,3,18/05/2021,2012,3,1,1,1,1,1,1,20,3,9,9,9,0,0,0,0,0,0,0
1046638,3,18/05/2021,2012,3,1,1,1,2,2,1,20,3,9,9,9,0,0,0,0,0,0,0
1046638,3,18/05/2021,2012,3,1,1,1,3,2,1,20,3,9,9,9,0,0,0,0,0,0,0
1046638,3,18/05/2021,2012,3,1,1,1,4,2,1,20,2,9,9,9,0,0,0,0,0,0,0
1046638,3,18/05/2021,2012,3,1,1,1,5,1,2,29,2,9,9,9,0,0,0,0,0,0,0
1046699,2,18/05/2021,1015,3,1,1,1,1,1,1,19,3,9,1,0,0,0,0,0,0,0,0
1046935,2,16/05/2021,1105,3,2,1,1,1,1,1,33,3,9,1,0,0,0,0,0,0,0,0
1047110,1,19/05/2021,1450,6,1,1,1,1,1,1,52,3,21,0,0,0,0,0,0,0,0,0
1047159,2,20/05/2021,0904,3,1,1,1,1,1,1,41,3,9,1,0,0,0,0,0,0,0,0
1047259,2,20/05/2021,1225,6,2,1,2,1,1,1,42,2,9,9,0,0,0,0,0,0,0,0
1047281,2,20/05/2021,0832,3,1,1,8,1,3,2,23,2,9,1,0,0,0,0,0,0,0,0
1047382,2,20/05/2021,1650,3,2,1,2,1,1,1,50,2,19,9,0,0,0,0,0,0,0,0
1047386,2,20/05/2021,1639,6,2,1,2,1,1,1,22,2,9,9,0,0,0,0,0,0,0,0
1047453,2,21/05/2021,0735,2,2,1,2,1,1,1,59,3,9,98,0,0,0,0,0,0,0,0
1047904,2,21/05/2021,1610,6,1,1,1,1,1,1,10,3,98,1,0,0,0,0,0,0,0,0
1047907,3,21/05/2021,1500,6,2,1,2,1,1,1,64,3,9,9,9,0,0,0,0,0,0,0
1047953,3,22/05/2021,1300,3,1,1,1,1,2,2,52,3,9,9,19,0,0,0,0,0,0,0
1047987,1,22/05/2021,2206,6,1,4,1,1,3,1,43,3,9,0,0,0,0,0,0,0,0,0
1048002,3,22/05/2021,2304,6,1,4,1,1,1,1,26,2,9,9,9,0,0,0,0,0,0,0
1048002,3,22/05/2021,2304,6,1,4,1,2,1,1,32,3,9,9,9,0,0,0,0,0,0,0
1048002,3,22/05/2021,2304,6,1,4,1,3,2,2,32,3,9,9,9,0,0,0,0,0,0,0
1048503,4,24/05/2021,1532,6,2,1,2,1,1,2,50,3,9,9,19,9,0,0,0,0,0,0
1048510,2,24/05/2021,1657,6,2,1,1,1,1,2,41,3,9,9,0,0,0,0,0,0,0,0
1048534,2,24/05/2021,1650,3,1,1,1,1,1,2,22,3,9,9,0,0,0,0,0,0,0,0
1048545,2,24/05/2021,1945,6,2,1,1,1,1,1,74,2,9,9,0,0,0,0,0,0,0,0
1048545,2,24/05/2021,1945,6,2,1,1,2,2,2,73,3,9,9,0,0,0,0,0,0,0,0
1048545,2,24/05/2021,1945,6,2,1,1,3,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1048550,2,23/05/2021,1600,6,1,1,1,1,1,1,12,3,9,1,0,0,0,0,0,0,0,0
1048560,2,24/05/2021,1807,6,1,1,1,1,1,1,54,3,9,9,0,0,0,0,0,0,0,0
1048589,1,25/05/2021,0325,6,2,4,2,1,1,1,22,2,9,0,0,0,0,0,0,0,0,0
1048859,1,25/05/2021,1341,6,1,1,1,1,1,1,17,3,3,0,0,0,0,0,0,0,0,0
1048943,1,23/05/2021,1600,6,1,6,1,1,3,2,76,3,90,0,0,0,0,0,0,0,0,0
1049111,2,26/05/2021,0845,6,2,1,2,1,1,1,22,3,9,1,0,0,0,0,0,0,0,0
1049139,2,26/05/2021,0900,6,2,5,2,1,1,1,38,3,9,19,0,0,0,0,0,0,0,0
1049410,2,26/05/2021,1651,1,1,1,1,1,2,1,34,3,9,9,0,0,0,0,0,0,0,0
1049410,2,26/05/2021,1651,1,1,1,1,2,1,1,36,3,9,9,0,0,0,0,0,0,0,0
1049438,1,26/05/2021,2115,1,2,1,2,1,1,1,43,3,9,0,0,0,0,0,0,0,0,0
1049450,1,27/05/2021,0145,1,2,4,1,1,1,1,29,3,19,0,0,0,0,0,0,0,0,0
1049669,1,27/05/2021,0945,6,1,1,1,1,1,1,38,2,1,0,0,0,0,0,0,0,0,0
1049769,2,27/05/2021,1401,3,1,1,1,1,2,2,21,3,9,9,0,0,0,0,0,0,0,0
1049776,2,26/05/2021,1050,6,2,1,2,1,1,2,53,2,9,9,0,0,0,0,0,0,0,0
1049820,1,27/05/2021,1545,4,1,1,1,1,3,1,19,2,3,0,0,0,0,0,0,0,0,0
