Reference Number,Number of vehicles,Date,Time,Road class,Road surface description,Lighting conditions,Weather conditions,Casualty number,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,Type of vehicle 1,Type of vehicle 2,Type of vehicle 3,Type of vehicle 4,Type of vehicle 5,Type of vehicle 6,Type of vehicle 7,Type of vehicle 8,Type of vehicle 9,Type of vehicle 10
1279479,2,22/02/2023,1707,6,1,4,1,1,1,2,39,2,9,9,0,0,0,0,0,0,0,0
1279517,1,21/01/2023,0700,6,1,1,1,1,3,2,33,3,9,0,0,0,0,0,0,0,0,0
1279804,2,23/02/2023,0835,3,1,1,1,1,1,1,49,2,20,1,0,0,0,0,0,0,0,0
1279870,2,23/02/2023,1710,6,1,1,1,1,2,2,17,3,97,9,0,0,0,0,0,0,0,0
1279870,2,23/02/2023,1710,6,1,1,1,2,1,1,15,2,97,9,0,0,0,0,0,0,0,0
1279918,2,24/02/2023,0216,3,1,4,1,1,1,1,29,2,9,9,0,0,0,0,0,0,0,0
1279918,2,24/02/2023,0216,3,1,4,1,2,1,1,27,3,9,9,0,0,0,0,0,0,0,0
1279946,2,24/02/2023,0624,6,1,1,1,1,1,1,29,2,9,1,0,0,0,0,0,0,0,0
1280107,2,24/02/2023,1200,6,1,1,1,1,1,1,86,3,9,21,0,0,0,0,0,0,0,0
1280189,2,24/02/2023,1515,6,1,1,1,1,1,1,88,3,9,9,0,0,0,0,0,0,0,0
1280267,2,24/02/2023,1610,3,1,1,8,1,1,1,46,3,9,9,0,0,0,0,0,0,0,0
1280284,1,24/02/2023,2250,3,2,4,1,1,3,2,12,2,9,0,0,0,0,0,0,0,0,0
1280373,3,25/02/2023,0958,6,1,1,1,1,1,1,39,2,9,4,9,0,0,0,0,0,0,0
1280400,2,24/02/2023,1640,3,1,1,1,1,1,2,53,3,9,9,0,0,0,0,0,0,0,0
1280578,2,07/02/2023,0840,6,1,1,1,1,2,2,9,2,9,9,0,0,0,0,0,0,0,0
1280578,2,07/02/2023,0840,6,1,1,1,2,2,2,6,3,9,9,0,0,0,0,0,0,0,0
1280689,1,26/02/2023,2238,3,1,4,1,1,1,2,23,3,9,0,0,0,0,0,0,0,0,0
1280689,1,26/02/2023,2238,3,1,4,1,2,2,1,24,3,9,0,0,0,0,0,0,0,0,0
1281466,2,28/02/2023,1305,6,1,1,1,1,1,1,34,3,9,9,0,0,0,0,0,0,0,0
1281474,2,28/02/2023,1243,3,1,1,1,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
1281512,1,28/02/2023,2108,6,2,4,2,1,1,1,26,3,9,0,0,0,0,0,0,0,0,0
1281523,2,28/02/2023,2010,6,2,4,2,1,1,2,37,3,9,9,0,0,0,0,0,0,0,0
1281914,1,28/02/2023,1954,3,2,4,1,1,3,2,7,2,9,0,0,0,0,0,0,0,0,0
1281957,1,01/03/2023,1510,6,2,1,2,1,1,1,22,3,9,0,0,0,0,0,0,0,0,0
1281967,2,27/02/2023,0915,6,1,1,1,1,1,1,22,3,90,9,0,0,0,0,0,0,0,0
1281986,2,01/03/2023,1555,3,2,1,2,1,1,1,50,3,19,9,0,0,0,0,0,0,0,0
1281986,2,01/03/2023,1555,3,2,1,2,2,2,2,18,3,19,9,0,0,0,0,0,0,0,0
1281997,2,28/02/2023,1405,6,1,1,1,1,1,2,32,3,9,9,0,0,0,0,0,0,0,0
1281997,2,28/02/2023,1405,6,1,1,1,2,2,2,58,3,9,9,0,0,0,0,0,0,0,0
1282011,2,01/03/2023,1832,6,2,4,2,1,1,1,23,3,9,1,0,0,0,0,0,0,0,0
1282125,2,02/03/2023,0759,6,1,1,1,1,1,1,44,3,9,1,0,0,0,0,0,0,0,0
1282406,2,02/03/2023,1359,3,1,1,1,1,2,2,63,3,9,9,0,0,0,0,0,0,0,0
1282406,2,02/03/2023,1359,3,1,1,1,2,2,2,69,3,9,9,0,0,0,0,0,0,0,0
1282406,2,02/03/2023,1359,3,1,1,1,3,2,1,65,3,9,9,0,0,0,0,0,0,0,0
1282618,2,03/03/2023,0939,3,1,1,1,1,1,1,33,3,11,9,0,0,0,0,0,0,0,0
1282948,1,27/02/2023,1457,3,1,1,1,1,3,2,12,3,9,0,0,0,0,0,0,0,0,0
1283066,2,04/03/2023,1530,3,1,1,1,1,1,1,34,3,9,9,0,0,0,0,0,0,0,0
1283106,2,03/03/2023,1950,6,1,4,1,1,1,1,29,2,9,3,0,0,0,0,0,0,0,0
1283142,2,05/03/2023,0436,3,1,4,1,1,1,2,33,2,9,9,0,0,0,0,0,0,0,0
1283142,2,05/03/2023,0436,3,1,4,1,2,1,1,42,2,9,9,0,0,0,0,0,0,0,0
1283194,2,04/03/2023,2210,6,1,4,1,1,2,2,26,3,9,9,0,0,0,0,0,0,0,0
1283194,2,04/03/2023,2210,6,1,4,1,2,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1283259,1,05/03/2023,1510,6,1,1,1,1,3,2,72,3,9,0,0,0,0,0,0,0,0,0
1283260,3,05/03/2023,0943,3,1,1,1,1,1,1,27,3,9,9,9,0,0,0,0,0,0,0
1283260,3,05/03/2023,0943,3,1,1,1,2,1,1,52,3,9,9,9,0,0,0,0,0,0,0
1283260,3,05/03/2023,0943,3,1,1,1,3,2,2,52,2,9,9,9,0,0,0,0,0,0,0
1283260,3,05/03/2023,0943,3,1,1,1,4,1,1,49,3,9,9,9,0,0,0,0,0,0,0
1283268,2,05/03/2023,1720,6,2,1,1,1,1,1,55,3,9,9,0,0,0,0,0,0,0,0
1283621,1,06/03/2023,1317,6,1,1,1,1,3,2,27,3,9,0,0,0,0,0,0,0,0,0
1283672,1,06/03/2023,1710,6,1,1,1,1,3,2,11,2,9,0,0,0,0,0,0,0,0,0
1283901,2,07/03/2023,0837,3,1,1,1,1,1,1,28,2,9,1,0,0,0,0,0,0,0,0
1284165,2,07/03/2023,1511,6,1,1,1,1,1,1,14,3,9,1,0,0,0,0,0,0,0,0
1284176,2,07/03/2023,1642,3,1,1,1,1,2,2,53,3,11,9,0,0,0,0,0,0,0,0
1284193,4,07/03/2023,0755,3,1,1,1,1,1,2,42,3,9,9,9,9,0,0,0,0,0,0
1284465,1,29/01/2023,1701,6,2,5,1,1,3,1,6,3,9,0,0,0,0,0,0,0,0,0
1284574,2,08/03/2023,1351,3,2,5,3,1,1,2,58,3,9,9,0,0,0,0,0,0,0,0
1284574,2,08/03/2023,1351,3,2,5,3,2,1,1,24,3,9,9,0,0,0,0,0,0,0,0
1284601,2,07/03/2023,0830,1,1,1,1,1,1,2,41,3,9,9,0,0,0,0,0,0,0,0
1284639,1,07/03/2023,0805,6,1,1,1,1,3,1,15,3,9,0,0,0,0,0,0,0,0,0
1284639,1,07/03/2023,0805,6,1,1,1,2,3,1,15,3,9,0,0,0,0,0,0,0,0,0
1284639,1,07/03/2023,0805,6,1,1,1,3,3,1,15,3,9,0,0,0,0,0,0,0,0,0
1284652,1,08/03/2023,1550,3,2,1,3,1,3,2,86,2,19,0,0,0,0,0,0,0,0,0
1284847,2,09/03/2023,0915,6,2,1,3,1,1,1,46,3,9,9,0,0,0,0,0,0,0,0
1285024,1,09/03/2023,0800,6,2,1,3,1,3,2,15,3,9,0,0,0,0,0,0,0,0,0
1285148,1,09/03/2023,2234,1,3,6,6,1,1,1,25,3,9,0,0,0,0,0,0,0,0,0
1285148,1,09/03/2023,2234,1,3,6,6,2,2,1,26,3,9,0,0,0,0,0,0,0,0,0
1285148,1,09/03/2023,2234,1,3,6,6,3,2,1,23,3,9,0,0,0,0,0,0,0,0,0
1285607,1,10/03/2023,1846,6,4,4,3,1,3,2,21,3,9,0,0,0,0,0,0,0,0,0
1285660,1,11/03/2023,1202,6,1,1,1,1,3,1,60,3,9,0,0,0,0,0,0,0,0,0
1285753,2,11/03/2023,2240,6,2,4,2,1,1,1,21,3,9,9,0,0,0,0,0,0,0,0
1285753,2,11/03/2023,2240,6,2,4,2,2,2,2,22,3,9,9,0,0,0,0,0,0,0,0
1285763,2,11/03/2023,2351,3,2,4,2,1,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1285910,1,10/03/2023,1657,6,2,1,1,1,3,1,32,3,9,0,0,0,0,0,0,0,0,0
1285913,3,12/03/2023,1931,6,1,4,1,1,1,2,18,3,9,9,9,0,0,0,0,0,0,0
1285924,1,12/03/2023,1956,6,1,4,1,1,1,1,41,3,90,0,0,0,0,0,0,0,0,0
1285924,1,12/03/2023,1956,6,1,4,1,2,3,2,23,2,90,0,0,0,0,0,0,0,0,0
1286216,1,12/03/2023,1545,6,2,1,1,1,1,1,55,3,90,0,0,0,0,0,0,0,0,0
1286250,2,13/03/2023,1420,3,2,1,2,1,1,1,57,3,9,9,0,0,0,0,0,0,0,0
1286250,2,13/03/2023,1420,3,2,1,2,2,2,1,30,3,9,9,0,0,0,0,0,0,0,0
1286344,2,13/03/2023,2317,6,2,4,2,1,2,1,22,3,9,9,0,0,0,0,0,0,0,0
1286344,2,13/03/2023,2317,6,2,4,2,2,1,1,19,3,9,9,0,0,0,0,0,0,0,0
1286492,2,14/03/2023,0905,3,2,1,1,1,3,1,4,3,9,9,0,0,0,0,0,0,0,0
1286515,2,14/03/2023,0945,6,1,1,1,1,1,2,51,2,9,9,0,0,0,0,0,0,0,0
1286550,3,14/03/2023,0935,3,1,1,1,1,2,2,82,2,9,9,19,0,0,0,0,0,0,0
1286568,2,13/03/2023,2025,6,2,7,5,1,1,2,52,3,9,9,0,0,0,0,0,0,0,0
1286568,2,13/03/2023,2025,6,2,7,5,2,2,2,22,3,9,9,0,0,0,0,0,0,0,0
1286573,1,10/03/2023,2252,6,1,4,1,1,3,1,26,2,8,0,0,0,0,0,0,0,0,0
1286693,2,14/03/2023,1338,3,1,1,1,1,1,1,21,2,9,3,0,0,0,0,0,0,0,0
1286798,2,14/03/2023,1726,6,1,1,1,1,1,1,19,3,90,9,0,0,0,0,0,0,0,0
1286824,2,14/03/2023,1737,4,2,1,2,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
1286994,13,15/03/2023,0646,1,4,1,1,1,1,1,58,3,9,9,9,9,9,9,19,9,10,19
1286994,13,15/03/2023,0646,1,4,1,1,2,1,1,41,3,9,9,9,9,9,9,19,9,10,19
1286994,13,15/03/2023,0646,1,4,1,1,3,1,2,56,3,9,9,9,9,9,9,19,9,10,19
1287228,2,15/03/2023,0542,3,1,1,1,1,1,1,66,2,9,9,0,0,0,0,0,0,0,0
1287243,2,15/03/2023,2137,4,2,4,2,1,1,1,43,3,3,9,0,0,0,0,0,0,0,0
1287275,3,25/02/2023,1138,6,2,1,1,1,2,1,18,3,9,9,9,0,0,0,0,0,0,0
1287275,3,25/02/2023,1138,6,2,1,1,2,2,1,17,2,9,9,9,0,0,0,0,0,0,0
1287840,1,15/03/2023,1652,3,2,1,2,1,3,1,43,3,9,0,0,0,0,0,0,0,0,0
1287982,2,15/03/2023,1630,4,1,1,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
1287982,2,15/03/2023,1630,4,1,1,1,2,2,1,25,3,9,9,0,0,0,0,0,0,0,0
1288295,1,17/03/2023,0800,6,1,1,1,1,3,2,14,3,19,0,0,0,0,0,0,0,0,0
1288300,1,16/03/2023,1916,4,1,7,1,1,3,2,13,2,9,0,0,0,0,0,0,0,0,0
1288316,2,18/03/2023,1441,1,2,1,2,1,1,1,65,3,9,9,0,0,0,0,0,0,0,0
1288343,2,19/03/2023,1420,6,1,1,1,1,1,1,37,3,9,9,0,0,0,0,0,0,0,0
1288747,1,20/03/2023,1620,3,1,1,1,1,3,1,10,3,9,0,0,0,0,0,0,0,0,0
1288763,1,19/03/2023,1800,6,1,1,1,1,3,2,9,3,9,0,0,0,0,0,0,0,0,0
1289102,2,20/03/2023,1405,6,1,1,1,1,1,2,48,3,9,3,0,0,0,0,0,0,0,0
1289199,1,01/03/2023,1620,3,2,1,1,1,3,2,13,3,9,0,0,0,0,0,0,0,0,0
1289364,2,20/03/2023,0840,6,1,1,1,1,2,2,21,3,98,8,0,0,0,0,0,0,0,0
1289658,2,22/03/2023,2202,3,2,4,1,1,1,1,66,3,9,3,0,0,0,0,0,0,0,0
1289658,2,22/03/2023,2202,3,2,4,1,2,1,2,17,2,9,3,0,0,0,0,0,0,0,0
1289922,2,05/03/2023,1930,6,2,4,1,1,1,2,24,3,8,1,0,0,0,0,0,0,0,0
1289979,2,21/03/2023,0842,6,1,1,1,1,1,1,48,3,9,1,0,0,0,0,0,0,0,0
1290068,2,23/03/2023,1410,6,2,1,8,1,1,1,19,3,9,9,0,0,0,0,0,0,0,0
1290093,2,23/03/2023,1622,3,2,1,1,1,1,1,34,3,9,9,0,0,0,0,0,0,0,0
1290093,2,23/03/2023,1622,3,2,1,1,2,2,2,32,2,9,9,0,0,0,0,0,0,0,0
1290093,2,23/03/2023,1622,3,2,1,1,3,1,1,58,2,9,9,0,0,0,0,0,0,0,0
1290093,2,23/03/2023,1622,3,2,1,1,4,2,2,54,3,9,9,0,0,0,0,0,0,0,0
1290096,2,16/03/2023,1559,6,1,1,1,1,1,1,27,3,9,9,0,0,0,0,0,0,0,0
1290114,2,23/03/2023,1930,4,2,4,2,1,1,1,12,3,9,1,0,0,0,0,0,0,0,0
1290149,2,23/03/2023,1817,4,1,1,1,1,1,2,23,3,9,9,0,0,0,0,0,0,0,0
1290215,2,24/03/2023,1413,6,1,1,1,1,1,1,32,3,9,1,0,0,0,0,0,0,0,0
1290244,2,24/03/2023,1345,3,1,1,1,1,1,2,64,3,9,9,0,0,0,0,0,0,0,0
1290301,2,24/03/2023,2347,6,2,4,2,1,1,1,18,3,9,9,0,0,0,0,0,0,0,0
1290301,2,24/03/2023,2347,6,2,4,2,2,1,1,38,3,9,9,0,0,0,0,0,0,0,0
1290352,1,24/03/2023,1537,4,1,1,1,1,3,1,15,3,8,0,0,0,0,0,0,0,0,0
1290370,2,24/03/2023,0845,6,1,1,1,1,1,2,37,3,9,9,0,0,0,0,0,0,0,0
1290370,2,24/03/2023,0845,6,1,1,1,2,2,2,9,3,9,9,0,0,0,0,0,0,0,0
1290370,2,24/03/2023,0845,6,1,1,1,3,2,2,7,3,9,9,0,0,0,0,0,0,0,0
1290373,2,24/03/2023,2145,6,1,4,1,1,1,1,28,3,8,3,0,0,0,0,0,0,0,0
1290489,3,25/03/2023,1644,6,1,1,1,1,3,1,33,2,9,9,9,0,0,0,0,0,0,0
1290502,2,25/03/2023,1648,6,1,1,1,1,2,2,17,2,9,9,0,0,0,0,0,0,0,0
1290516,2,25/03/2023,2145,6,1,4,1,1,1,1,18,3,23,9,0,0,0,0,0,0,0,0
1290528,2,25/03/2023,1810,6,1,1,1,1,2,2,47,2,3,9,0,0,0,0,0,0,0,0
1290528,2,25/03/2023,1810,6,1,1,1,2,1,1,21,1,3,9,0,0,0,0,0,0,0,0
1290589,2,25/03/2023,1855,6,2,4,4,1,1,1,29,3,9,9,0,0,0,0,0,0,0,0
1290636,2,26/03/2023,1425,6,1,1,1,1,2,2,50,3,8,11,0,0,0,0,0,0,0,0
1290755,2,27/03/2023,0910,6,1,1,1,1,1,2,30,3,9,1,0,0,0,0,0,0,0,0
1290797,1,27/03/2023,0708,3,1,1,1,1,3,1,16,3,98,0,0,0,0,0,0,0,0,0
1290971,1,27/03/2023,1005,3,1,1,1,1,1,1,56,3,21,0,0,0,0,0,0,0,0,0
1291011,2,27/03/2023,1530,6,1,1,1,1,1,1,63,3,9,5,0,0,0,0,0,0,0,0
1291039,1,27/03/2023,1612,6,1,1,1,1,3,1,13,2,9,0,0,0,0,0,0,0,0,0
1291088,2,27/03/2023,1722,6,1,1,1,1,1,1,19,3,98,97,0,0,0,0,0,0,0,0
1291092,2,27/03/2023,2041,6,1,4,1,1,1,2,21,3,9,9,0,0,0,0,0,0,0,0
1291092,2,27/03/2023,2041,6,1,4,1,2,1,2,58,3,9,9,0,0,0,0,0,0,0,0
1291129,1,28/03/2023,0552,6,1,6,1,1,1,2,20,3,9,0,0,0,0,0,0,0,0,0
1291419,1,28/03/2023,1506,4,2,1,2,1,3,2,14,3,9,0,0,0,0,0,0,0,0,0
1291700,2,28/03/2023,2015,6,1,4,1,1,1,2,35,3,9,9,0,0,0,0,0,0,0,0
1291792,2,28/03/2023,1230,3,2,1,9,1,1,2,32,3,98,9,0,0,0,0,0,0,0,0
1291841,2,29/03/2023,1815,3,1,6,1,1,3,1,36,3,9,9,0,0,0,0,0,0,0,0
1291847,2,29/03/2023,1815,3,1,1,1,1,1,2,30,3,9,1,0,0,0,0,0,0,0,0
1291986,3,30/03/2023,0800,6,2,6,2,1,1,2,22,3,9,9,19,0,0,0,0,0,0,0
1291986,3,30/03/2023,0800,6,2,6,2,2,1,2,30,3,9,9,19,0,0,0,0,0,0,0
1292066,2,29/03/2023,1530,4,1,1,1,1,1,1,51,3,9,1,0,0,0,0,0,0,0,0
1292207,2,30/03/2023,1900,6,1,1,1,1,1,2,40,3,9,9,0,0,0,0,0,0,0,0
1292214,3,30/03/2023,1627,6,2,1,2,1,1,2,32,3,9,9,9,0,0,0,0,0,0,0
1292214,3,30/03/2023,1627,6,2,1,2,2,2,1,22,2,9,9,9,0,0,0,0,0,0,0
1292214,3,30/03/2023,1627,6,2,1,2,3,2,2,17,3,9,9,9,0,0,0,0,0,0,0
1292240,1,30/03/2023,2215,3,1,4,1,1,3,1,36,2,9,0,0,0,0,0,0,0,0,0
1292414,2,31/03/2023,1005,3,2,1,2,1,1,1,52,2,1,19,0,0,0,0,0,0,0,0
1292466,1,29/03/2023,1515,6,1,1,1,1,3,2,3,3,9,0,0,0,0,0,0,0,0,0
1292486,1,30/03/2023,1530,6,1,1,9,1,3,2,88,3,9,0,0,0,0,0,0,0,0,0
1292629,2,31/03/2023,0201,3,2,4,2,1,1,1,34,2,9,9,0,0,0,0,0,0,0,0
1292629,2,31/03/2023,0201,3,2,4,2,2,2,1,18,2,9,9,0,0,0,0,0,0,0,0
1292760,2,31/03/2023,1700,6,2,1,2,1,1,1,20,3,3,9,0,0,0,0,0,0,0,0
1292767,2,31/03/2023,0820,4,2,1,2,1,1,2,35,2,9,1,0,0,0,0,0,0,0,0
1292774,1,31/03/2023,1347,6,1,1,1,1,3,1,55,2,9,0,0,0,0,0,0,0,0,0
1292853,2,01/04/2023,1547,3,1,1,1,1,2,2,73,3,9,9,0,0,0,0,0,0,0,0
1292853,2,01/04/2023,1547,3,1,1,1,2,1,1,34,3,9,9,0,0,0,0,0,0,0,0
1292896,2,02/04/2023,0841,3,1,1,1,1,1,2,29,3,9,1,0,0,0,0,0,0,0,0
1292973,2,02/04/2023,1607,4,1,1,1,1,1,1,27,2,3,19,0,0,0,0,0,0,0,0
1292995,2,02/04/2023,1915,6,1,1,1,1,1,2,79,3,9,9,0,0,0,0,0,0,0,0
1293006,2,02/04/2023,1854,6,1,1,1,1,1,1,7,3,9,1,0,0,0,0,0,0,0,0
1293093,2,03/04/2023,0826,3,1,1,1,1,1,1,27,3,9,1,0,0,0,0,0,0,0,0
1293190,2,02/04/2023,1855,6,1,1,1,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
1293233,2,03/04/2023,0805,6,1,1,1,1,1,1,17,2,9,1,0,0,0,0,0,0,0,0
1293285,1,03/04/2023,1325,6,1,1,1,1,1,1,25,3,5,0,0,0,0,0,0,0,0,0
1293347,2,03/04/2023,1755,4,1,1,1,1,1,2,21,3,9,9,0,0,0,0,0,0,0,0
1293362,2,03/04/2023,1820,1,1,1,1,1,1,1,33,3,19,9,0,0,0,0,0,0,0,0
1293363,1,23/03/2023,1545,6,1,1,1,1,1,2,25,3,9,0,0,0,0,0,0,0,0,0
1293584,2,03/04/2023,1123,2,1,5,1,1,1,2,43,3,9,9,0,0,0,0,0,0,0,0
1293584,2,03/04/2023,1123,2,1,5,1,2,2,2,8,3,9,9,0,0,0,0,0,0,0,0
1293693,2,04/04/2023,0530,6,1,7,1,1,1,1,24,3,9,1,0,0,0,0,0,0,0,0
1293732,2,04/04/2023,1627,3,1,1,1,1,1,1,28,2,1,9,0,0,0,0,0,0,0,0
1293757,2,04/04/2023,2117,3,1,6,1,1,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1293757,2,04/04/2023,2117,3,1,6,1,2,2,1,24,3,9,9,0,0,0,0,0,0,0,0
1293757,2,04/04/2023,2117,3,1,6,1,3,1,1,34,2,9,9,0,0,0,0,0,0,0,0
1293969,2,05/04/2023,1320,6,2,1,1,1,1,1,22,3,1,8,0,0,0,0,0,0,0,0
1294160,2,05/04/2023,2237,3,2,4,2,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
1294339,2,04/04/2023,1232,6,1,1,1,1,1,1,73,3,9,22,0,0,0,0,0,0,0,0
1294410,2,06/04/2023,1306,3,1,1,1,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
1294410,2,06/04/2023,1306,3,1,1,1,2,2,2,59,3,9,9,0,0,0,0,0,0,0,0
1294410,2,06/04/2023,1306,3,1,1,1,3,2,2,9,3,9,9,0,0,0,0,0,0,0,0
1294410,2,06/04/2023,1306,3,1,1,1,4,2,2,-1,3,9,9,0,0,0,0,0,0,0,0
1294410,2,06/04/2023,1306,3,1,1,1,5,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1294494,3,06/04/2023,1758,6,1,1,1,1,2,1,24,3,9,9,9,0,0,0,0,0,0,0
1294494,3,06/04/2023,1758,6,1,1,1,2,1,2,56,3,9,9,9,0,0,0,0,0,0,0
1294599,1,07/04/2023,0300,4,1,4,1,1,3,2,17,2,8,0,0,0,0,0,0,0,0,0
1294673,2,07/04/2023,2150,3,1,4,1,1,1,1,39,2,9,5,0,0,0,0,0,0,0,0
1294765,1,08/04/2023,1100,6,1,1,1,1,1,1,77,2,3,0,0,0,0,0,0,0,0,0
1294800,2,08/04/2023,1417,6,1,1,1,1,1,1,29,2,9,1,0,0,0,0,0,0,0,0
1294807,2,08/04/2023,1442,6,1,1,1,1,1,3,37,3,9,9,0,0,0,0,0,0,0,0
1294812,2,08/04/2023,1457,6,1,1,1,1,1,1,13,3,9,1,0,0,0,0,0,0,0,0
1294845,2,08/04/2023,1700,6,1,1,1,1,1,1,57,3,9,9,0,0,0,0,0,0,0,0
1294845,2,08/04/2023,1700,6,1,1,1,2,2,2,56,3,9,9,0,0,0,0,0,0,0,0
1294874,2,08/04/2023,1814,6,1,1,1,1,1,1,29,2,90,9,0,0,0,0,0,0,0,0
1294874,2,08/04/2023,1814,6,1,1,1,2,2,1,30,3,90,9,0,0,0,0,0,0,0,0
1294898,1,09/04/2023,0110,3,1,4,1,1,1,1,17,3,9,0,0,0,0,0,0,0,0,0
1295107,2,10/04/2023,0845,3,1,1,1,1,1,1,28,2,3,9,0,0,0,0,0,0,0,0
1295153,1,10/04/2023,1519,6,2,1,2,1,1,1,27,3,9,0,0,0,0,0,0,0,0,0
1295268,2,11/04/2023,0702,4,1,1,1,1,1,2,25,2,9,9,0,0,0,0,0,0,0,0
1295514,3,11/04/2023,1310,6,1,1,1,1,1,1,49,3,9,9,9,0,0,0,0,0,0,0
1295661,2,11/04/2023,0843,6,1,1,1,1,1,1,48,3,1,9,0,0,0,0,0,0,0,0
1295670,2,11/04/2023,0915,1,1,1,1,1,1,2,29,3,98,9,0,0,0,0,0,0,0,0
1295676,2,12/04/2023,0819,3,1,1,1,1,1,2,47,2,9,9,0,0,0,0,0,0,0,0
1295692,2,07/04/2023,1515,3,1,1,1,1,1,1,46,3,98,9,0,0,0,0,0,0,0,0
1296255,1,11/04/2023,1330,6,1,1,1,1,3,1,75,3,11,0,0,0,0,0,0,0,0,0
1296260,2,31/03/2023,1157,3,1,1,9,1,1,1,19,3,9,1,0,0,0,0,0,0,0,0
1296464,1,13/04/2023,1802,6,1,1,1,1,3,1,3,3,9,0,0,0,0,0,0,0,0,0
1296483,2,14/04/2023,0521,3,1,1,1,1,1,1,48,3,9,19,0,0,0,0,0,0,0,0
1296660,1,13/04/2023,1512,6,1,1,1,1,3,1,9,3,9,0,0,0,0,0,0,0,0,0
1296666,3,14/04/2023,1217,2,2,1,2,1,1,2,34,3,9,9,9,0,0,0,0,0,0,0
1296666,3,14/04/2023,1217,2,2,1,2,2,1,2,26,3,9,9,9,0,0,0,0,0,0,0
1296733,3,14/04/2023,1432,3,2,1,2,1,1,1,60,3,9,9,9,0,0,0,0,0,0,0
1296758,2,14/04/2023,1650,6,2,1,2,1,1,2,56,3,9,9,0,0,0,0,0,0,0,0
1296782,2,14/04/2023,1757,1,2,1,2,1,1,1,57,3,19,9,0,0,0,0,0,0,0,0
1296806,2,14/04/2023,1830,3,2,1,2,1,2,2,30,3,9,9,0,0,0,0,0,0,0,0
1296840,3,14/04/2023,2220,6,2,4,2,1,1,1,79,2,9,9,9,0,0,0,0,0,0,0
1296959,2,15/04/2023,1145,6,1,1,1,1,1,1,51,3,9,1,0,0,0,0,0,0,0,0
1296998,1,14/04/2023,2250,3,2,4,8,1,1,1,25,3,9,0,0,0,0,0,0,0,0,0
1297056,2,15/04/2023,1600,3,1,1,1,1,1,1,33,2,1,11,0,0,0,0,0,0,0,0
1297069,1,15/04/2023,2227,6,1,4,1,1,3,2,46,1,9,0,0,0,0,0,0,0,0,0
1297073,1,15/04/2023,2205,6,1,4,1,1,3,1,36,3,19,0,0,0,0,0,0,0,0,0
1297080,2,15/04/2023,2246,3,1,4,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
1297080,2,15/04/2023,2246,3,1,4,1,2,2,1,21,3,9,9,0,0,0,0,0,0,0,0
1297180,2,16/04/2023,1350,3,1,1,1,1,2,2,47,3,9,9,0,0,0,0,0,0,0,0
1297204,2,16/04/2023,2035,6,1,4,1,1,3,2,31,3,9,90,0,0,0,0,0,0,0,0
1297210,1,16/04/2023,2250,3,1,4,1,1,1,1,53,3,9,0,0,0,0,0,0,0,0,0
1297226,1,13/04/2023,0529,3,2,4,2,1,3,1,34,2,9,0,0,0,0,0,0,0,0,0
1297261,1,17/04/2023,0841,6,1,1,1,1,3,1,7,3,9,0,0,0,0,0,0,0,0,0
1297436,1,14/04/2023,2330,4,1,4,1,1,3,2,45,3,9,0,0,0,0,0,0,0,0,0
1297483,2,16/04/2023,1200,6,1,1,1,1,1,1,42,3,9,9,0,0,0,0,0,0,0,0
1298095,3,17/04/2023,1327,1,1,1,1,1,1,1,33,3,9,9,9,0,0,0,0,0,0,0
1298095,3,17/04/2023,1327,1,1,1,1,2,2,1,1,3,9,9,9,0,0,0,0,0,0,0
1298149,3,18/04/2023,1534,3,1,1,1,1,1,2,34,3,98,9,9,0,0,0,0,0,0,0
1298149,3,18/04/2023,1534,3,1,1,1,2,2,1,40,2,98,9,9,0,0,0,0,0,0,0
1298149,3,18/04/2023,1534,3,1,1,1,3,2,2,9,2,98,9,9,0,0,0,0,0,0,0
1298149,3,18/04/2023,1534,3,1,1,1,4,2,1,7,2,98,9,9,0,0,0,0,0,0,0
1298554,2,19/04/2023,0840,4,1,1,1,1,1,1,50,3,9,9,0,0,0,0,0,0,0,0
1298554,2,19/04/2023,0840,4,1,1,1,2,2,2,45,3,9,9,0,0,0,0,0,0,0,0
1298778,1,18/04/2023,1512,4,1,1,1,1,3,2,16,3,9,0,0,0,0,0,0,0,0,0
1298963,2,20/04/2023,0855,1,1,1,1,1,1,1,51,3,9,19,0,0,0,0,0,0,0,0
1298963,2,20/04/2023,0855,1,1,1,1,2,2,2,54,3,9,19,0,0,0,0,0,0,0,0
1298963,2,20/04/2023,0855,1,1,1,1,3,1,1,36,3,9,19,0,0,0,0,0,0,0,0
1299003,2,19/04/2023,1713,6,1,1,1,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
